이름,유형,도로명주소,지번주소,전화번호,홈페이지,체크인/아웃시간,별점,리뷰 개수,위도,경도
광령게스트하우스,모텔,제주 제주시 애월읍 하광로 289,광령리 3850-11,064-747-7721,미제공,미제공,0.0,0,33.4636256726146,126.423728132985
광령게스트하우스,모텔,제주 제주시 애월읍 하광로 289,광령리 3850-11,064-747-7721,미제공,미제공,0.0,0,33.4636256726146,126.423728132985
제주도 소규모게스트하우스,게스트하우스,제주 서귀포시 안덕면 난드르로21번길 7-1,창천리 810,0507-1325-3924,https://www.instagram.com/smallscalegh,미제공,0.0,108,33.2344156935807,126.366121324863
제주역 게스트하우스,게스트하우스,제주 제주시 한경면 노을해안로 1171 제주역,고산리 3594-5,0507-1437-7078,https://jejustationgh.modoo.at,입실 16:30 퇴실 10:30,4.9,569,33.3084261979167,126.16591047507
마요피갤러리,게스트하우스,제주 제주시 구좌읍 하도동길 27-38 마요피갤러리,하도리 513-5,010-2910-8760,https://mayopigallery.modoo.at,입실 16:00 퇴실 11:00,0.0,250,33.5244292928647,126.888496285758
동문취향 게스트하우스,게스트하우스,제주 제주시 관덕로15길 4 동문취향 게스트하우스,일도일동 1477-2,010-5531-1544,https://www.instagram.com/dongmun_taste,입실 16:00 퇴실 11:00,4.77,420,33.5136285845212,126.526981819434
함덕사이 게스트하우스,게스트하우스,제주 제주시 조천읍 신북로 540-3,함덕리 1002-42,0507-1368-4292,http://www.instagram.com/hamdeok42,입실 16:00 퇴실 10:00,4.47,967,33.5409148045963,126.667428732296
꽃하루방게스트하우스,게스트하우스,제주 서귀포시 성산읍 온평포구로62번길 24,온평리 1110-3,010-2105-8817,https://blog.naver.com/bloomdayroom,입실 04:00 퇴실 11:00,4.97,1594,33.4003137737893,126.902875911242
제주도게스트하우스 조브라더스,게스트하우스,"제주 제주시 한경면 두모11길 46 1층, 2층",두모리 2617-1,010-2631-3821,https://blog.naver.com/cchcjh3841,입실 15:00 퇴실 11:00,4.79,678,33.3572120617078,126.18343201259
그린게스트하우스,게스트하우스,제주 제주시 사라봉7길 44 그린게스트하우스,건입동 709-11,0507-1344-6373,http://www.greenguest.kr,입실 16:00 퇴실 10:30,4.81,933,33.5142763791266,126.539593824491
함덕 촌따이 게스트하우스,게스트하우스,제주 제주시 조천읍 함덕30길 20-13,함덕리 4160-1,010-2848-2722,https://www.instagram.com/hamdeok.chondda,입실 16:00 퇴실 11:00,4.81,860,33.5383929312447,126.675368658785
제주기역,게스트하우스,제주 제주시 한림읍 협재1길 19-8 제주기역,협재리 1698,064-796-1309,https://blog.naver.com/giyeok76,입실 16:00 퇴실 11:00,0.0,1867,33.3975856259223,126.242569525879
여행자게스트하우스,게스트하우스,제주 제주시 무근성7길 21 여행자게스트하우스,삼도이동 1098-3,0507-1332-6957,https://m.blog.naver.com/alswnd2001,입실 16:00 퇴실 11:00,0.0,27,33.5147094903164,126.520436678723
송당온도,게스트하우스,제주 제주시 구좌읍 송당서3길 13 송당온도 게스트하우스,송당리 1888,0507-1428-2200,https://blog.naver.com/songdang_ondo,입실 17:00 퇴실 11:00,0.0,76,33.4658907636818,126.770662828026
협재서쪽게스트하우스,게스트하우스,제주 제주시 한림읍 협재2길 12,협재리 2527,010-7513-5765,http://www.seojjokguesthouse.com,입실 16:00 퇴실 10:30,4.55,960,33.3924678733411,126.241097699131
성산 스테이션,게스트하우스,제주 서귀포시 성산읍 성산중앙로 43,성산리 181-1,0507-1411-4201,https://www.instagram.com/seongsan_station,입실 16:00 퇴실 11:00,4.92,1435,35.5762632616385,128.284164061773
도체비낭게스트하우스,게스트하우스,제주 서귀포시 안덕면 사계남로 64-11 도체비낭게스트하우스,사계리 2325-7,010-8546-8554,https://blog.naver.com/dochebinang,입실 17:00 퇴실 11:00,4.75,1185,33.2261152195688,126.297166935204
제주도소규모게스트하우스 대정점,게스트하우스,제주 서귀포시 대정읍 무릉중앙로 43-11,무릉리 3152-2,0507-1355-3924,https://www.instagram.com/smallscalegh_dj,미제공,0.0,30,33.2675149954636,126.199222649194
금능630하우스,게스트하우스,제주 제주시 한림읍 한림로 221,금능리 2084-1,0507-1308-8645,http://www.instagram.com/geumneung630_guest_house,입실 16:00 퇴실 11:00,4.35,678,33.3869699267226,126.231258903599
사랑각게스트하우스,게스트하우스,제주 제주시 조천읍 선화길 21 1층 사랑각게스트하우스,선흘리 475-72,0507-1400-5912,https://blog.naver.com/saranggak_jejuhouse,입실 17:00 퇴실 11:00,4.94,3038,33.4582883969388,126.712749779788
"하도야비어, 하도야베드민박",게스트하우스,제주 제주시 구좌읍 세종로 285 1층,하도리 1026-4,0507-1377-6607,http://instagram.com/hadoya_jeju,입실 17:00 퇴실 10:00,0.0,212,33.5009040498454,126.883674413063
베드라디오 동문점,게스트하우스,제주 제주시 중앙로1길 41-1,건입동 1322,0507-1323-5054,https://blog.naver.com/bedradio,입실 16:00 퇴실 11:00,4.44,842,33.5162673474881,126.529322194422
제주게토게스트하우스파티,게스트하우스,제주 서귀포시 남원읍 서의로154번길 69 제주게토게스트하우스파티,의귀리 1270-3,0507-1331-6990,http://instagram.com/jejughetto,입실 17:00 퇴실 10:30,4.88,4673,33.2995845247989,126.713265172519
김군524게스트하우스,게스트하우스,제주 제주시 구좌읍 월정중길 13,월정리 380-3,0507-1381-7228,미제공,입실 17:00 퇴실 10:30,0.0,60,33.5567189225409,126.791351417791
썬시티게스트하우스,게스트하우스,제주 서귀포시 성산읍 한도로 120,오조리 13-2,0507-1324-5910,https://blog.naver.com/durbdud77,입실 16:00 퇴실 10:00,4.82,4719,33.4684940622135,126.920758704488
린든호스텔,게스트하우스,"제주 제주시 서광로 278 줌타워 6,7층",이도이동 1781-5,010-2595-1195,https://lyndon.modoo.at,입실 17:00 퇴실 13:00,4.33,62,33.4999765001664,126.526224544862
린든호스텔,게스트하우스,"제주 제주시 서광로 278 줌타워 6,7층",이도이동 1781-5,010-2595-1195,https://lyndon.modoo.at,입실 17:00 퇴실 13:00,4.33,62,33.4999765001664,126.526224544862
간세게스트하우스,게스트하우스,제주 제주시 서광로 278 줌타워 2층,이도이동 1781-5,0507-1310-5387,https://cafe.naver.com/jejuganse,입실 16:00 퇴실 10:00,0.0,1495,33.4999765001664,126.526224544862
간세게스트하우스,게스트하우스,제주 제주시 서광로 278 줌타워 2층,이도이동 1781-5,0507-1310-5387,https://cafe.naver.com/jejuganse,입실 16:00 퇴실 10:00,0.0,1495,33.4999765001664,126.526224544862
오름게스트하우스,게스트하우스,제주 제주시 구좌읍 충렬로 147-19,세화리 1758-41,0507-1444-2701,https://www.instagram.com/oreum_official/,미제공,4.85,643,33.5097929403264,126.84663572887
스테이예스,게스트하우스,제주 제주시 한경면 일주서로 4549,판포리 1703-9,0507-1337-4549,https://www.instagram.com/stayyes_atpanpo,입실 17:00 퇴실 11:00,0.0,143,33.3659732604793,126.201438550013
올레스테이,게스트하우스,제주 서귀포시 중정로 22 제주올레여행자센터 3층,서귀동 316-1,0507-1418-2177,https://www.instagram.com/jejuolletouristcenter,입실 16:00 퇴실 10:00,4.69,1602,33.2474136064753,126.558708455169
바바호미 게스트하우스,게스트하우스,제주 제주시 조천읍 함덕서4길 60-21,함덕리 924,010-4256-0956,https://blog.naver.com/babahomi,입실 17:00 퇴실 11:00,4.91,1496,33.5388206365177,126.667951816489
오누박스 제주 애월게스트하우스 파티,게스트하우스,제주 제주시 애월읍 곽봉로 4-43 가동,곽지리 2030,0507-1441-4780,https://www.instagram.com/onoo_box,입실 17:00 퇴실 11:00,0.0,88,33.4446658605491,126.306383396674
제주공항 게스트하우스 노마드인제주,게스트하우스,제주 제주시 용마로4길 5 2층,용담삼동 519-11,0507-1315-4362,http://www.instagram.com/nomadinn_jeju,입실 17:00 퇴실 11:00,4.78,457,33.5157598721539,126.505876977885
애월등불게스트하우스,게스트하우스,제주 제주시 애월읍 고내로7길 37,고내리 1188-1,0507-1412-7277,미제공,입실 16:00 퇴실 11:00,0.0,519,33.4660374116222,126.337086028858
UDO SPACE 01,게스트하우스,제주 제주시 우도면 영일길 115-41 SPACE01,연평리 532-1,010-5758-4132,https://www.instagram.com/udo.space01,입실 16:00 퇴실 10:00,0.0,72,33.5040917984405,126.962415641203
다노이게스트하우스,게스트하우스,제주 제주시 구좌읍 동복로 51,동복리 1493-1,0507-1381-8582,https://blog.naver.com/danoicp,입실 16:00 퇴실 10:00,4.93,615,33.5532212136419,126.711711072677
벼리게스트하우스,게스트하우스,제주 제주시 구좌읍 면수1길 27,하도리 3205,0507-1392-2936,https://blog.naver.com/k1675825,미제공,4.86,1243,33.5238371847412,126.864588454744
샨티샨티 게스트하우스,게스트하우스,제주 제주시 구좌읍 동복로 70-1,동복리 1391,0507-1418-9620,http://www.instagram.com/shantishanti_guesthouse/,입실 16:00 퇴실 11:00,4.86,323,33.55265080085,126.713976318779
김녕기억,게스트하우스,제주 제주시 구좌읍 김녕로11길 16,김녕리 1567-1,010-2696-3901,http://www.instagram.com/remember_injeju,입실 17:00 퇴실 11:00,4.71,536,33.5558134420231,126.749886019795
제주에 반하다,게스트하우스,제주 제주시 애월읍 어림비로 119,봉성리 1729-11,0507-1436-0444,https://blog.naver.com/kangsoowan,입실 16:00 퇴실 11:00,4.97,494,33.4187576895471,126.325156879156
슬로우트립 게스트하우스,게스트하우스,제주 서귀포시 성산읍 오조로85번길 4 슬로우트립 게스트하우스,오조리 741,010-3301-8793,https://www.instagram.com/han_copy,입실 17:00 퇴실 10:00,4.77,598,33.4615666047239,126.914597864318
빅썸 호스텔,게스트하우스,제주 서귀포시 남원읍 태위로 984-7 빅썸호스텔,태흥리 373,0507-1496-8119,https://bigssumhostel.modoo.at,입실 16:00 퇴실 10:00,4.9,5776,33.2879973294491,126.749841267821
게스트하우스7,게스트하우스,제주 제주시 용문로 168 2층,용담이동 2678-2,010-6798-7888,http://guesthouse7.com/,입실 16:00 퇴실 11:00,4.84,500,33.5089371123215,126.511154024938
제주도 길게스트하우스 산과바다사이,게스트하우스,제주 서귀포시 안덕면 사계남로 181 1층 길벅건물,사계리 2033,0507-1311-2893,https://blog.naver.com/rlfrud3017,입실 16:00 퇴실 11:00,4.89,5123,33.2295806020706,126.307702097226
김군아미고게스트하우스,게스트하우스,제주 제주시 애월읍 애월해안로 670,구엄리 1233,0507-1316-6045,https://gimgoon.me/,입실 16:00 퇴실 10:00,4.79,2807,33.4810816483092,126.373971481936
제주동쪽,게스트하우스,제주 서귀포시 성산읍 섭지코지로 54 제주동쪽,고성리 207-1,0507-1407-2054,https://www.instagram.com/jeju.east/?hl=ko,입실 17:00 퇴실 10:00,4.89,206,33.4376160977167,126.921681833635
미르게스트하우스,게스트하우스,제주 제주시 용담로7길 4,용담이동 603-30,0507-1445-2270,http://www.mirguesthouse.com,입실 16:00 퇴실 10:00,4.53,1291,33.5128658211424,126.510659432447
괜찮아게스트하우스,게스트하우스,제주 제주시 구좌읍 해녀박물관길 27,세화리 1-1,010-8900-8922,https://blog.naver.com/ilovejinguri,입실 16:00 퇴실 10:30,0.0,711,33.5233938307512,126.862265082435
제주마실 게스트하우스,게스트하우스,제주 제주시 서광로2길 11-16,오라일동 2444-34,064-753-0077,https://blog.naver.com/jejumasil2019,미제공,4.37,603,33.498893679537,126.513564424111
마로호스텔,게스트하우스,제주 제주시 동광로21길 5,일도이동 356,0507-1350-3560,http://pf.kakao.com/_xgJXRK,입실 15:00 퇴실 11:00,4.44,466,33.5097619952873,126.542214240761
모든날이행복하기를,게스트하우스,제주 서귀포시 남원읍 태신로 22,태흥리 567-1,0507-1339-0948,https://www.instagram.com/mohaeng_jeju/,입실 15:00 퇴실 11:00,4.85,457,33.2882996999669,126.744855137492
제주 제주로와 게스트하우스,게스트하우스,제주 제주시 제원길 16 2층,연동 261-60,0507-1400-4993,http://jejurowa16.modoo.at/,입실 16:00 퇴실 10:30,4.83,403,33.4885273134515,126.489242004001
일공육스테이,게스트하우스,제주 제주시 한림읍 명월로 106 1층,명월리 1617-4,0507-1305-3190,https://www.106stay.com/,입실 17:00 퇴실 11:00,0.0,194,33.384108815605,126.267421036604
함덕산티아고게스트하우스,게스트하우스,제주 제주시 조천읍 신촌9길 47-2,신촌리 2043,0507-1315-1781,미제공,입실 16:00 퇴실 10:30,4.48,663,33.5388759926754,126.622418947274
표리네,게스트하우스,제주 서귀포시 표선면 표선중앙로 73-9 표리네게스트하우스,표선리 589-1,0507-1340-0286,미제공,입실 15:00 퇴실 11:00,0.0,36,33.3271163194705,126.83310257449
미소게스트하우스,게스트하우스,제주 제주시 관덕로 41,일도1동 1416-1,010-5836-8188,https://www.instagram.com/misoguesthouse/,입실 15:00 퇴실 11:00,4.19,1086,33.5134141621565,126.523775132206
싹게스트하우스,게스트하우스,제주 제주시 테우해안로 172 cu2층 싹게스트하우스,이호일동 1699-1,010-8442-8477,http://www.instagram.com/ssak_guesthouse,입실 17:00 퇴실 13:00,4.76,1291,33.4969249269663,126.451957066758
이디하우스n카페,게스트하우스,제주 제주시 구좌읍 해녀박물관길 33-2,세화리 1476-5,0507-1432-7982,https://blog.naver.com/iidyhouse,입실 16:30 퇴실 10:30,4.81,1490,33.5239998851912,126.861940214628
오후 게스트하우스,게스트하우스,제주 서귀포시 성산읍 일주동로 5379,신풍리 37,0507-1380-3444,https://youtube.com/channel/UC-KRO7Mx0xVZpUGdoBkElnQ,입실 17:00 퇴실 11:00,4.78,250,33.3589455151388,126.864416969859
끌림365 2호점 애월의 온도,게스트하우스,제주 제주시 애월읍 애월해안로 384,고내리 337,0507-1306-0384,https://www.instagram.com/aewol_ondo_jeju,입실 17:00 퇴실 11:00,0.0,272,33.4727498312002,126.349307971783
제주숲게스트하우스,게스트하우스,제주 서귀포시 남원읍 남조로 573-16,수망리 335-3,010-8998-8903,https://www.instagram.com/forest_gh/,입실 00:00 퇴실 00:00,4.75,489,33.3286456783507,126.711087654151
초원게스트하우스&카페,게스트하우스,제주 제주시 우도면 우도로 225 1층 초원게스트하우스&카페,연평리 2278-2,0507-1414-6911,https://blog.naver.com/udo1975,입실 14:00 퇴실 10:00,4.71,1013,33.5118808772269,126.952077848514
후스토리 게스트하우스,게스트하우스,제주 서귀포시 색달중앙로 15-1 후스토리 게스트하우스,색달동 2534-7,0507-1414-2534,http://www.instagram.com/jeju_whostory,입실 16:00 퇴실 10:00,0.0,489,33.2570748216784,126.413029864805
쉬멍놀멍,게스트하우스,제주 제주시 한림읍 협재2길 30,협재리 2557-1,010-9886-2990,미제공,입실 16:00 퇴실 11:00,4.83,431,33.3922891426626,126.242936942882
제주도하숙집,게스트하우스,제주 제주시 절물3길 22-4 1층,외도일동 452-3,0507-1417-3200,https://blog.naver.com/nmjeju,입실 17:00 퇴실 11:00,4.79,407,33.4906920654872,126.433039915297
민수민수 게스트하우스,게스트하우스,제주 제주시 한림읍 일주서로 5903-6 2층 민수민수 게스트하우스,귀덕리 904-7,0507-1365-7771,https://blog.naver.com/zikkzikk,입실 16:00 퇴실 11:00,4.62,704,33.4448860010767,126.296662995958
단잠,게스트하우스,제주 제주시 한림읍 귀덕14길 56,귀덕리 1364-1,0507-1447-5531,https://www.instagram.com/danjam_jeju,입실 16:00 퇴실 11:00,4.93,255,33.4391232622501,126.295903607542
안녕프로젝트 게스트하우스,게스트하우스,제주 제주시 구좌읍 동복로2길 12,동복리 1418-2,010-3386-8848,https://blog.naver.com/anproject,입실 04:00 퇴실 11:00,4.73,675,33.5520617632788,126.712330102326
필제주 게스트하우스,게스트하우스,제주 서귀포시 남원읍 중산간동로 5756 1층,신흥리 1254-16,0507-1443-7732,https://www.instagram.com/feeljeju_house,입실 17:00 퇴실 12:00,0.0,93,33.3211861670342,126.749458028375
