이름,유형,도로명주소,지번주소,전화번호,영업시간,별점,리뷰,메뉴이름,메뉴가격,위도,경도,테마
스타벅스 제주애월DT점,카페,제주 제주시 애월읍 애월해안로 376,고내리 340,1522-3232,매일 07:00 ~ 21:00,4.45,8355.0,"['카페 아메리카노', '카페 라떼', '스타벅스 돌체 라떼', '카라멜 마키아또', '카푸치노', '카페 모카', '화이트 초콜릿 모카', '콜드 브루', '자몽 허니 블랙 티', '아이스 자몽 허니 블랙 티', '망고 바나나 블렌디드', '에스프레소 프라푸치노', '자바 칩 프라푸치노']","['4,500원', '5,000원', '5,900원', '5,900원', '5,000원', '5,500원', '5,900원', '4,900원', '5,700원', '5,700원', '6,300원', '5,500원', '6,300원']",33.4727008501526,126.348753870498,맛집
카페오놀,"카페,디저트",제주 서귀포시 대포로 174 2층 카페 오놀,대포동 2367-1,0507-1353-4564,매일 11:00 ~ 18:00,0.0,3001.0,[],[],33.2387673894241,126.439477581721,맛집
카페아오오,"카페,디저트",제주 서귀포시 성산읍 환해장성로 75,신산리 420,0507-1394-0078,매일 09:00 ~ 20:20,4.41,2850.0,"['올디제주', '올디너츠', '올디시나몬', '피스타치오크로넛', '한라봉스콘', '아메리카노', '카페라떼', '부추어니언크로와상', '우유크림크로넛', '누텔라바나나크로넛', '라즈베리크로넛', '레몬크림크로넛', '블루베리크럼블']","['8,500원', '8,500원', '8,500원', '6,900원', '4,800원', '6,000원', '6,500원', '5,900원', '5,800원', '6,200원', '6,200원', '5,800원', '4,800원']",33.379088797169,126.879958474731,맛집
제주기와,"카페,디저트",제주 제주시 애월읍 광령남4길 45-1,광령리 3178,0507-1362-7515,매일 09:00 ~ 19:00,4.83,1696.0,"['제주기와브런치', '쉬림프 샐러드우동', 'BLT샌드위치&감자튀김', '잠봉 크루아상 샌드위치', '누네띠네스콘', '한라봉스콘', '빠다코코넛스콘', '플레인스콘', '아메리카노', '애플유자티', '캐모마일레몬티', '블루레몬에이드']","['16,000원', '13,000원', '13,000원', '12,000원', '4,000원', '4,000원', '4,000원', '4,000원', '5,000원', '7,000원', '7,000원', '6,500원']",33.4511312379133,126.425421728321,맛집
카페모알보알 제주점,"카페,디저트",제주 제주시 구좌읍 구좌해안로 141 카페 모알보알,김녕리 6159,0507-1312-3506,매일 10:00 ~ 19:00,4.39,4117.0,"['패션후르츠', '아메리카노', '카페 라떼', '바닐라 라떼', '흑당 라떼(Only Iced)', '조천 리얼 말차', '로얄 밀크티', '피스타치오', '리얼 초코', '한라봉 에이드', '자두 에이드', '디저트 에그타르트', '한라봉 블랜딩 티', '자두 블랜딩 티', '샷추가']","['8,500원', '7,000원', '7,500원', '8,500원', '8,500원', '8,500원', '8,000원', '8,000원', '8,000원', '8,500원', '8,500원', '3,000원', '8,500원', '8,500원', '1,000원']",33.5595661369175,126.72795266525,맛집
너븐,"카페,디저트",제주 서귀포시 칠십리로214번길 26 너븐,동홍동 281-1,0507-1427-2412,매일 10:00 ~ 21:00,4.57,2517.0,['아메리카노'],['변동'],33.2451300868521,126.574029655863,맛집
물,"카페,디저트",제주 제주시 삼무로11길 9 남해오네뜨 1층,연동 300-3,0507-1483-8294,매일 10:00 ~ 18:00,0.0,1219.0,[],[],33.4926282554009,126.496258785478,맛집
홉히,"카페,디저트",제주 제주시 서해안로 468-2,용담삼동 2378,0507-1446-9399,"월,화,목,금,토,일 11:00 ~ 17:00",0.0,,,,33.5185446735884,126.489266296135,맛집
성산 카페 브런치 어반정글 부얀트무드,"카페,디저트",제주 서귀포시 성산읍 신고로22번길 39 단독,고성리 208-8,0507-1321-5918,"월,화,목,금,토,일 10:00 ~ 15:00",4.52,2862.0,"['부얀트브렉퍼스트2인(음료2잔포함)', '부얀트브렉퍼스트1인세트(음료1잔포함)', '제주 딱새우파스타', '갈릭쵸리죠파스타', '흑돼지반미&트러플오일 감자튀김', '흑돼지버거&트러플오일 감자튀김', '에그인더정글', '아메리카노', '과일하이볼', '과일 에이드', '빅웨이브 생맥주', '부라타치즈샐러드']","['36,000원', '23,000원', '18,000원', '16,000원', '16,000원', '16,000원', '17,000원', '5,000원', '9,000원', '6,000원', '9,000원', '16,000원']",33.4368021705409,126.921190254075,맛집
애월더선셋,카페,제주 제주시 애월읍 일주서로 6111,곽지리 1381,0507-1403-5943,매일 10:00 ~ 20:00,4.31,5374.0,"['치즈 오믈렛 브런치', '코코선셋', '선셋슈페너', '애월더선셋파르페', '더선셋 크로플', '더선셋 토스트', '시금치 리코타브레드', '흑돼지 떡갈비 브런치', '토마토 치즈스튜', '청귤에이드', '선셋주스', '비치에이드', '더선셋모히또', '블랙선셋', '리멤버더선셋']","['20,000원', '9,000원', '9,000원', '13,000원', '15,000원', '15,000원', '23,000원', '19,000원', '23,000원', '8,000원', '9,000원', '9,000원', '15,000원', '9,000원', '13,000원']",33.456132750896,126.308883099393,맛집
새록,"카페,디저트",제주 제주시 인다11길 28,아라일동 6126-2,010-4976-2246,화~일 10:00 ~ 20:00,0.0,,,,33.4738385327229,126.550497016584,맛집
베메로 bake make roast,"카페,디저트",제주 서귀포시 중문관광로72번길 29-9 신우성타운 내 라동,색달동 2822-2,064-738-7832,매일 08:00 ~ 20:30,4.64,2199.0,"['베메로플레이트', '아보카도 에그 베이글 샌드위치', '구운야채와 버섯 샐러드', '베이글과 크림치즈', '양송이스프&베이글', '수제요거트&그래놀라', '천혜향베이글', '베이컨 바질 베이글 샌드위치', 'B.L.T 베이글 샌드위치', '햄치즈 샌드위치', '카프레제 샌드위치', '폴드 포크 샌드위치', 'HOT 아메리카노', 'HOT 핸드드립', '자몽에이드']","['19,000원', '10,000원', '14,000원', '변동', '10,000원', '7,000원', '5,000원', '10,000원', '10,000원', '11,000원', '11,000원', '12,000원', '5,000원', '7,000원', '7,500원']",33.249698457597,126.411556504447,맛집
집의기록상점,베이커리,제주 제주시 한림읍 귀덕11길 60,귀덕리 951-1,070-8845-5556,"월,화,금,토,일 13:00 ~ 17:00",0.0,2004.0,"['메이플피칸쿠키', '아메리카노', '카페라떼', '바닐라라떼', '복숭아아이스티', '옥수수라떼(hot/iced)', '단호박라떼(only hot)']","['2,500원', '5,000원', '6,000원', '6,500원', '4,500원', '6,500원', '6,500원']",33.4465024522839,126.297219304605,맛집
애월빵공장 앤 카페,"카페,디저트","제주 제주시 애월읍 금성5길 42-15 애월빵공장앤카페 1, 2층",금성리 472-13,0507-1351-5961,매일 09:00 ~ 21:00,4.34,9225.0,[],[],33.448306081357,126.301560833469,맛집
블루메베이글,베이커리,제주 제주시 가령로4길 3 1층,이도이동 1035-7,0507-1445-3444,매일 09:00 ~ 18:00,4.64,,,,33.4967135854192,126.533099185111,맛집
미쁜제과,"카페,디저트",제주 서귀포시 대정읍 도원남로 16 미쁜제과,신도리 2349-13,070-8822-9212,매일 09:00 ~ 20:00,0.0,6664.0,"['아메리카노', '미쁜크림커피', '오리지널 밀크티', '얼그레이 밀크티', '에스프레소', '카라멜라떼', '카페라떼', '카페모카', '플랫화이트']","['6,000원', '8,000원', '8,000원', '8,000원', '6,000원', '7,000원', '6,500원', '7,000원', '6,500원']",33.2691348926081,126.18013124974,맛집
콜린 제주,"카페,디저트",제주 제주시 애월읍 애월로1길 24-8 1-3층,애월리 2527-2,0507-1316-0665,매일 10:00 ~ 21:00,0.0,3098.0,"['파이', '아메리카노', '프렌치 토스트', '이탈리안 오믈렛', '뇨끼', '제주 해물 떡볶이', '제주 애플망고 빙수', '오일파스타', '에스프레소', '카페라떼']","['4,500원', '6,000원', '13,000원', '14,000원', '22,000원', '27,000원', '46,000원', '14,000원', '5,000원', '6,500원']",33.4628814490763,126.310433487601,맛집
먹쿠슬낭카페,"카페,디저트",제주 제주시 오라로 24 먹쿠슬낭카페,오라삼동 2319-8,0507-1371-0360,매일 10:00 ~ 20:00,4.74,2872.0,"['제주생애플망고빙수(1인분)', '제주생애플망고빙수(2인분)', '밀크팥빙수(1인분)', '밀크팥빙수(2인분)', '생애플망고 반쪽', '애플망고푸딩', '애플망고젤리', '목장요거트', '애플망고컵케이크', '바게트 샌드위치', '브런치 대정감자스프', '브런치 흑돼지토마토스튜', '흑돼지필라프', '흑돼지불고기덮밥', '애플망고주스', '당근주스', '천혜향주스', '토마토주스', '애플망고젤리펀치', '제주보리개역', '말차라떼', '딸기라떼 (ICE)', '애플망고라떼 (ICE)', '초코초코', '아메리카노', '카페라떼', '바닐라라떼', '카페모카', '카라멜마끼아또', '레몬차', '뎅유자차', '영귤차', '야생화제주꿀차']","['19,000원', '38,000원', '10,000원', '20,000원', '13,000원', '7,000원', '4,500원', '7,000원', '5,500원', '8,500원', '8,500원', '8,500원', '9,500원', '15,000원', '12,000원', '8,000원', '7,000원', '7,000원', '8,500원', '6,000원', '5,500원', '5,500원', '6,000원', '5,500원', '4,500원', '5,000원', '5,500원', '6,000원', '6,000원', '5,000원', '5,000원', '5,000원', '5,000원']",33.4980463795927,126.506998663806,맛집
스타벅스 제주용담DT점,카페,제주 제주시 서해안로 380,용담삼동 2572-4,1522-3232,매일 07:30 ~ 22:00,4.47,8241.0,"['카페 아메리카노', '카페 라떼', '스타벅스 돌체 라떼', '카라멜 마키아또', '카푸치노', '카페 모카', '화이트 초콜릿 모카', '콜드 브루', '자몽 허니 블랙 티', '아이스 자몽 허니 블랙 티', '망고 바나나 블렌디드', '에스프레소 프라푸치노', '자바 칩 프라푸치노']","['4,500원', '5,000원', '5,900원', '5,900원', '5,000원', '5,500원', '5,900원', '4,900원', '5,700원', '5,700원', '6,300원', '5,500원', '6,300원']",33.5123994033523,126.484509957101,맛집
바다다,"카페,디저트",제주 서귀포시 대포로 148-15,대포동 2384,064-738-2882,매일 10:30 ~ 19:00,4.27,4870.0,"['커피', '블루레몬에이드', '칵테일', '쿠키,케익,도넛']","['8,000원', '변동', '변동', '변동']",33.236914817749,126.436742538765,맛집
파리바게뜨 제주공항탑승점,베이커리,제주 제주시 공항로 2 (용담이동) 국내선 격리대합실 2층,용담2동 2002 국내선 격리대합실 2층,0507-1324-0742,매일 06:00 ~ 21:00,4.36,4271.0,[],[],33.5059364682672,126.495951277797,맛집
빠빠라기,카페,제주 제주시 중앙로 218 남광빌딩,이도이동 1772-17,064-722-1888,화~일 14:00 ~ 22:00,4.48,1031.0,"['빙수', '팥빙수 소', '요거트빙수 소', '녹차빙수 소', '초코빙수 소', '팥빙수 중', '팥빙수 대', '요거트빙수 중', '요거트빙수 대', '녹차빙수 중', '녹차빙수 대', '초코빙수 중', '초코빙수 대']","['12,000~20,000', '13,000원', '13,000원', '13,000원', '13,000원', '18,000원', '22,000원', '18,000원', '22,000원', '18,000원', '22,000원', '18,000원', '22,000원']",33.5000048452473,126.529285286093,맛집
울트라마린,"카페,디저트",제주 제주시 한경면 일주서로 4611,판포리 1611,064-803-0414,매일 11:00 ~ 19:30,4.57,,,,33.3694259963321,126.206064803739,맛집
스타벅스 제주성산DT점,카페,제주 서귀포시 성산읍 일출로 80,고성리 238,1522-3232,매일 07:30 ~ 22:00,4.48,8967.0,"['카페 아메리카노', '카페 라떼', '스타벅스 돌체 라떼', '카라멜 마키아또', '카푸치노', '카페 모카', '화이트 초콜릿 모카', '콜드 브루', '자몽 허니 블랙 티', '아이스 자몽 허니 블랙 티', '망고 바나나 블렌디드', '에스프레소 프라푸치노', '자바 칩 프라푸치노']","['4,500원', '5,000원', '5,900원', '5,900원', '5,000원', '5,500원', '5,900원', '4,900원', '5,700원', '5,700원', '6,300원', '5,500원', '6,300원']",33.4497109599414,126.920694909089,맛집
성산카페 호랑호랑,카페,제주 서귀포시 성산읍 일출로 86 C동 호랑호랑,고성리 235,064-783-9799,매일 08:00 ~ 22:00,4.4,2617.0,"['국산팥눈꽃빙수', '광치기달빛에이드', '한라봉애플차', '광치기커피', '조각케이크', '아메리카노', '제주한라봉에이드', '아이스크림', '수제청귤차', '허브차']","['20,000원', '9,000원', '8,000원', '9,000원', '8,000원', '6,000원', '9,000원', '5,000원', '8,000원', '6,000원']",33.4500293178766,126.921543656256,맛집
테라도스,"카페,디저트",제주 제주시 애월읍 애상로 207-2 테라도스,하가리 1607-3,010-8565-4162,매일 10:00 ~ 18:00,4.84,2868.0,"['테라도스', '제주목장우유푸딩', '밀크티', '콜드브루', '제주목장카페라떼', '아메리카노']","['3,300원', '6,000원', '5,800원', '5,800원', '5,800원', '4,800원']",33.4527455593033,126.342395978826,맛집
롱플레이,카페,제주 제주시 구좌읍 동복로 44,동복리 1456-1,070-4489-4004,"월,화,목,금,토,일 09:00 ~ 17:00",0.0,1102.0,"['롱플레이 세트', '에스프레소', '아메리카노', '카페라떼', '바닐라 빈 라떼', '카푸치노', '플랫화이트', '밀크티', '베리 매닐로우', '초코(다크)', '레몬 에이드/티(제주 레몬)', '티(리쉬 유기농)', '피스타치오 타르트', '치즈케이크', '소금 초코 피낭시에']","['10,000원', '4,000원', '5,500원', '6,500원', '7,000원', '6,500원', '6,500원', '8,000원', '8,000원', '7,000원', '7,000원', '6,000원', '10,000원', '10,000원', '5,000원']",33.553067949676,126.710940580576,맛집
다니쉬,베이커리,제주 제주시 조천읍 함덕16길 56 다니쉬,함덕리 1250,0507-1333-1377,"월,목,금,토,일 11:30 ~ 19:00",4.61,2055.0,"['포카치아', '잠봉뵈르 샌드위치', '브리오슈 식빵', '소금빵', '바닐라휘낭시에', '감자빵', '필터커피', '바닐라 콜드브루크림라떼', '갸또쇼콜라', '밀크티']","['3,800원', '11,000원', '7,500원', '3,300원', '3,300원', '3,300원', '6,000원', '6,500원', '6,000원', '6,500원']",33.5421281501169,126.663683484297,맛집
수애기베이커리카페,베이커리,제주 서귀포시 대정읍 동일하모로98번길 48-59,동일리 3132,064-792-7997,매일 10:00 ~ 21:00,4.42,2376.0,"['아몬드크림라떼', '선셋에이드', 'Americano_아메리카노', 'Espresso Double_에스프레소 더블', 'BAKERY', 'Cafe Latte_카페라떼', 'Cafe Mocha_카페모카', 'Flat White_플랫 화이트', 'Dolche Latte_돌체라떼', 'Vanilla latte_바닐라라떼', 'Caramel Macchiato_카라멜마끼아또', 'TWG 1837 Black Tea_블랙티', 'TWG Earl grey _얼그레이', 'TWG Silver Moon_실버 문', 'TWG Moroccan Mint_모로칸민트']","['7,000원', '7,000원', '6,000원', '5,500원', '변동', '6,500원', '7,000원', '6,500원', '7,000원', '7,000원', '7,000원', '7,000원', '7,000원', '7,000원', '7,000원']",33.2222193491384,126.244198821469,맛집
말로,"카페,디저트",제주 제주시 조천읍 남조로 1785-12,교래리 619,0507-1317-5197,매일 11:00 ~ 18:00,4.48,1422.0,"['말로나라떼', '당근바구니', '아메리카노', '카페라떼', '바닐라라떼']","['7,500원', '5,000원', '6,000원', '6,500원', '7,000원']",33.427476966391,126.672114316851,맛집
인카페온더비치,카페,제주 제주시 구좌읍 해맞이해안로 943,한동리 1638,0507-1411-1638,매일 11:00 ~ 19:00,4.47,1424.0,"['파인애플주스', '블러드오렌지&오렌지주스', '자몽&오렌지주스', '딸기라떼', '블루레몬에이드', '한라봉에이드', '한라봉&감귤차', '백향과차', '카페라떼', '아메리카노']","['8,000원', '8,000원', '8,000원', '7,500원', '8,000원', '8,000원', '7,000원', '7,000원', '6,500원', '6,000원']",33.5452012777347,126.828047109107,맛집
애월빵공장,"카페,디저트",제주 제주시 애월읍 금성5길 42-15 203호,금성리 472-13,0507-1353-6767,매일 09:00 ~ 21:00,0.0,402.0,"['애월샌드', '애월 수제르뱅쿠키', '애월마카롱']","['18,000원', '4,100원', '3,500원']",33.448306081357,126.301560833469,맛집
공백,"카페,디저트",제주 제주시 구좌읍 동복로 83,동복리 1568-1,064-783-0015,매일 09:30 ~ 18:30,4.35,3998.0,"['공백커피', '공백돌코롬커피', '공백한라봉', '제주애플망고쥬스', '디카페인커피', '아메리카노', '카페라떼', '바닐라라뗴', '헤이즐넛라떼', '공백바다', '공백썬셋', '공백몬딱차', '딸기우유', '딸기밀크티', '발로나초코라떼']","['변동', '변동', '변동', '변동', '변동', '변동', '변동', '변동', '변동', '변동', '변동', '변동', '변동', '변동', '변동']",33.5533920518974,126.71509377031,맛집
