이름,유형,도로명주소,지번주소,전화번호,홈페이지,테마
썬시티게스트하우스 성산점,게스트하우스,제주특별자치도 서귀포시 성산읍 한도로 120,성산읍 오조리 13-2,010-7730-5910,https://blog.naver.com/durbdud77,숙소
평대리943 TuCasa,게스트하우스,제주특별자치도 제주시 구좌읍 평대10길 48,구좌읍 평대리 943,010-4844-0943,http://vudeofl943.modoo.at/,숙소
털보네게스트하우스,게스트하우스,제주특별자치도 제주시 애월읍 애월북서길 88,애월읍 애월리 2002-7,010-3981-8253,https://blog.naver.com/darkyjs,숙소
문하우스,게스트하우스,제주특별자치도 제주시 정실동길 26,오라이동 130-10,064-745-6153,https://blog.naver.com/lkj398181,숙소
제제댁게스트하우스,게스트하우스,제주특별자치도 제주시 조천읍 남조로 3028,조천읍 조천리 1505-4,010-6440-8408,https://www.instagram.com/zezedaek/,숙소
푸른섬게스트하우스,게스트하우스,제주특별자치도 서귀포시 표선면 민속해안로119번길 17,표선면 표선리 2919,010-9728-2160,http://blog.naver.com/jejublueisland,숙소
바당1807,게스트하우스,제주특별자치도 제주시 애월읍 하귀미수포길 5-2,애월읍 하귀2리 1807,010-5709-4078,https://www.instagram.com/oceang_1807/,숙소
나무이야기게스트하우스 표선점,게스트하우스,제주특별자치도 서귀포시 표선면 민속해안로 32,표선면 세화리 200-1,010-9689-0425,http://cafe.naver.com/treestory12,숙소
애월의온도,게스트하우스,제주특별자치도 제주시 애월읍 애월해안로 384,애월읍 고내리 337,010-4832-0365,https://www.instagram.com/aewol_ondo_jeju/,숙소
모들공간,게스트하우스,제주특별자치도 제주시 구좌읍 월정1길 66-5,구좌읍 월정리 561,010-3999-2587,,숙소
괜찮아,게스트하우스,제주특별자치도 제주시 구좌읍 해녀박물관길 27,구좌읍 세화리 1-1,,,숙소
샨티샨티 게스트하우스,게스트하우스,제주특별자치도 제주시 구좌읍 동복로 70-1,구좌읍 동복리 1391,010-6285-9620,https://blog.naver.com/shantigwen,숙소
조브라더스 게스트하우스,게스트하우스,제주특별자치도 제주시 한경면 두모11길 46,한경면 두모리 2617-1,010-3841-3821,http://instagram.com/jo_brothers_,숙소
초록빛이야기,게스트하우스,제주특별자치도 제주시 구좌읍 평대9길 9,구좌읍 평대리 468-10,064-746-4505,http://olivejeju.weebly.com/,숙소
흰고래게스트하우스,게스트하우스,제주특별자치도 서귀포시 이어도로1066번길 26,서호동 65-2,010-2955-0471,http://whitewhale.fortour.kr/,숙소
눈큰새우게스트하우스,게스트하우스,제주특별자치도 제주시 조천읍 조천7길 25,조천읍 조천리 2422-2,010-4156-0115,https://www.instagram.com/nunkeunsaeu/,숙소
하랑게스트하우스,게스트하우스,제주특별자치도 서귀포시 대정읍 일과로13번길 1,대정읍 일과리 116,,,숙소
함덕산티아고게스트하우스,게스트하우스,제주특별자치도 제주시 조천읍 신촌9길 47-2,조천읍 신촌리 2043,010-3116-1781,https://blog.naver.com/santiago7979,숙소
어락게스트하우스,게스트하우스,제주특별자치도 서귀포시 안덕면 대평로 12,안덕면 창천리 856-3,010-3559-6007,http://blog.naver.com/pds_house,숙소
다노이게스트하우스,게스트하우스,제주특별자치도 제주시 구좌읍 동복로 51,구좌읍 동복리 1493-1,010-6675-8582,,숙소
어떤날게스트하우스,게스트하우스,제주특별자치도 제주시 구좌읍 행원로 113,구좌읍 행원리 720-1,010-7395-5895,http://blog.naver.com/somedayjeju,숙소
레프트핸더 게스트하우스,게스트하우스,제주특별자치도 제주시 구좌읍 상도북2길 17-12 1층,구좌읍 상도리 471-25,010-8311-5120,https://blog.naver.com/lefthandertaiwan,숙소
김녕하세요 게스트하우스,게스트하우스,제주특별자치도 제주시 구좌읍 김녕로8길 4,구좌읍 김녕리 2250,010-9663-3418,https://instagram.com/hi_gimnyeongg,숙소
올레휴,게스트하우스,제주특별자치도 서귀포시 천지로 13,서귀동 310-41,064-762-9102,https://ollehhue.modoo.at/,숙소
민수민수 게스트하우스,게스트하우스,제주특별자치도 제주시 한림읍 일주서로 5903-6,한림읍 귀덕리 904-7,,https://blog.naver.com/zikkzikk,숙소
초원게스트하우스,게스트하우스,제주특별자치도 제주시 우도면 우도로 225,우도면 연평리 2278-2,010-6603-6911,https://udochowon.modoo.at/,숙소
위로하우스,게스트하우스,제주특별자치도 서귀포시 남원읍 위미해안로90번길 20 위로하우스,남원읍 위미리 2984-8,010-7155-0421,https://www.instagram.com/wero_jeju,숙소
루시드봉봉게스트하우스,게스트하우스,제주특별자치도 서귀포시 대정읍 상모로 200-8,대정읍 상모리 2641-1,010-3580-3089,http://lucidbonbon.co.kr/,숙소
디바인모먼츠,게스트하우스,제주특별자치도 제주시 서해안로 131 3층,도두일동 2541,010-9673-0331,http://www.instagram.com/_divine_moments,숙소
조수리플로어,게스트하우스,제주특별자치도 제주시 한경면 조수7길 6,한경면 조수리 113-7,010-9946-3770,https://blog.naver.com/skfk1121,숙소
애몽게스트하우스,게스트하우스,제주특별자치도 제주시 애월읍 고내5길 36 2층,애월읍 고내리 960-1,,,숙소
메종드오조락,게스트하우스,제주특별자치도 서귀포시 성산읍 오조로 140,성산읍 오조리 561-1,010-3042-4197,http://blog.naver.com/kh21chun,숙소
레게스트하우스,게스트하우스,제주특별자치도 제주시 한림읍 귀덕9길 5,한림읍 귀덕리 3019,010-9191-3984,https://blog.naver.com/bondjong,숙소
제주도하숙집 게스트하우스,게스트하우스,제주특별자치도 제주시 절물3길 22-4,외도일동 452-3,010-5787-3200,https://www.instagram.com/jeju_hasuk,숙소
나무처럼 게스트하우스,게스트하우스,제주특별자치도 제주시 한림읍 홍수암로 3-1,한림읍 금능리 1824,,http://www.xn--910b53lvwc27z.com/,숙소
등불게스트하우스,게스트하우스,제주특별자치도 제주시 애월읍 고내로7길 37,애월읍 고내리 1188-1,010-5702-7277,,숙소
에일린게스트하우스,게스트하우스,제주특별자치도 제주시 구좌읍 세화4길 15,구좌읍 세화리 1544-3,,http://aileengh.co.kr/,숙소
집의기록파트1,게스트하우스,제주특별자치도 제주시 한림읍 귀덕11길 60,한림읍 귀덕리 952-2,010-5249-1758,http://www.houserecords-part1.com/,숙소
소소한게스트하우스,게스트하우스,제주특별자치도 서귀포시 안덕면 대평감산로 35,안덕면 창천리 890-4,010-2068-2894,,숙소
하늘아래 게스트하우스,게스트하우스,제주특별자치도 서귀포시 표선면 세성로 123-24,표선면 세화리 1424-3,010-2408-5602,http://blog.naver.com/leaders2000,숙소
구주택,게스트하우스,제주특별자치도 제주시 조천읍 북촌14길 13-10 영오오션빌리지 204동,조천읍 북촌리 283,010-9748-0716,https://instagram.com/9_jutaek,숙소
뿌리게스트하우스,게스트하우스,제주특별자치도 제주시 한경면 용수1길 3,한경면 용수리 3047-3,010-3799-4333,http://cafe.daum.net/puri.go,숙소
고래고래게스트하우스,게스트하우스,제주특별자치도 제주시 구좌읍 김녕항3길 32-4,구좌읍 김녕리 4089,,,숙소
코코코게스트하우스,게스트하우스,제주특별자치도 제주시 구좌읍 상하도길 44-1,구좌읍 상도리 459,,https://blog.naver.com/renzopt,숙소
이안게스트하우스,게스트하우스,제주특별자치도 제주시 한경면 용수길 119-5,한경면 용수리 3569-1,010-7737-7511,https://iangeha.modoo.at/,숙소
젠틀리하우스,게스트하우스,제주특별자치도 제주시 구좌읍 월정7길 24,구좌읍 월정리 108-1,,http://gentleehouse.com/,숙소
렌소이스게스트하우스,게스트하우스,제주특별자치도 제주시 구좌읍 상도북4길 3,구좌읍 상도리 469-20,,https://lencois.modoo.at/,숙소
온더스톤게스트하우스 2호점,게스트하우스,제주특별자치도 서귀포시 성산읍 성산등용로 100-4,성산읍 성산리 358-3,,,숙소
동백장게스트하우스,게스트하우스,제주특별자치도 제주시 애월읍 하광로 289,애월읍 광령리 3850-11,010-8244-5872,,숙소
단잠,게스트하우스,제주특별자치도 제주시 한림읍 귀덕14길 56,한림읍 귀덕리 1364-1,0507-1332-7931,https://www.instagram.com/danjam_jeju,숙소
오조숙녀Sea,게스트하우스,제주특별자치도 서귀포시 성산읍 오조로 122,성산읍 오조리 570-1,010-5174-8833,http://blog.naver.com/ojosophie,숙소
성산스테이션,게스트하우스,제주특별자치도 서귀포시 성산읍 성산중앙로 43,성산읍 성산리 181-1,,,숙소
스테이 네모,게스트하우스,제주특별자치도 제주시 한림읍 한림로 394 1~3층,한림읍 협재리 1600,010-6798-0946,https://instagram.com/nemostay_jeju?igshid=YmMyMTA2M2Y=,숙소
수지게스트하우스,게스트하우스,제주특별자치도 제주시 논세길 28-1,내도동 836-1,010-2221-3112,https://blog.naver.com/jejusuji1968,숙소
바람이불어오는곳,게스트하우스,제주특별자치도 서귀포시 대정읍 상모대서로20번길 31-15,대정읍 상모리 3749,,,숙소
스테이라움,게스트하우스,제주특별자치도 서귀포시 성산읍 오조로 120,성산읍 오조리 570-4,010-7495-9910,https://blog.naver.com/newspider,숙소
스테이오조,게스트하우스,제주특별자치도 서귀포시 성산읍 오조로 75-6,성산읍 오조리 149,,http://blog.naver.com/ojori149,숙소
공유게스트하우스,게스트하우스,제주특별자치도 서귀포시 대정읍 도원로 20,대정읍 신도리 3092-1,0507-1303-5965,https://blog.naver.com/jeju_gongyou,숙소
라이앤미,게스트하우스,제주특별자치도 서귀포시 열리로 103-4,하예동 74-6,010-4981-4565,http://blog.naver.com/sillomi,숙소
노을게스트하우스,게스트하우스,제주특별자치도 제주시 애월읍 신상로 258 1동,애월읍 하가리 120-49,010-4094-6789,https://blog.naver.com/sunset_gh,숙소
제주안안민박,게스트하우스,제주특별자치도 서귀포시 성산읍 신양로 61,성산읍 고성리 507-9,010-9063-8089,https://m.blog.naver.com/anhaihua0504,숙소
제주파티게스트하우스 온다,게스트하우스,제주특별자치도 서귀포시 안덕면 사계남로 217,안덕면 사계리 2019-1,064-792-2533,https://ondaguesthouse2018.modoo.at/,숙소
포세이돈게스트하우스,게스트하우스,제주특별자치도 제주시 애월읍 애월로 44,애월읍 애월리 2154-1,010-7551-7430,http://blog.naver.com/khsgood2,숙소
제주보리게스트하우스,게스트하우스,제주특별자치도 제주시 구좌읍 송당6길 38-1 제1동,구좌읍 송당리 1507,010-2400-6500,https://booking.naver.com/booking/3/bizes/31432,숙소
협재오늘,게스트하우스,제주특별자치도 제주시 한림읍 명재로 32,한림읍 협재리 1320-3,010-4048-3222,https://www.instagram.com/hj__today/,숙소
폴레폴레 게스트하우스,게스트하우스,제주특별자치도 제주시 구좌읍 해맞이해안로 1766-12 1층,구좌읍 하도리 463-1,010-4299-8316,http://www.polepolejeju.com/,숙소
양이주택,게스트하우스,제주특별자치도 서귀포시 안덕면 사계신항로39번길 17-13 1층,안덕면 사계리 3593-8,010-3063-1634,,숙소
아프리카게스트하우스,게스트하우스,제주특별자치도 제주시 조천읍 신흥로2길 33,조천읍 신흥리 62-1,,https://cafe.naver.com/africaguesthouse,숙소
썸인제주,게스트하우스,제주특별자치도 제주시 구좌읍 구좌해안로 52-13,구좌읍 동복리 671,010-7651-1265,https://www.instagram.com/someinjeju,숙소
협재게스트하우스,게스트하우스,제주특별자치도 제주시 한림읍 협재4길 1-1 2층,한림읍 협재리 2436-2,010-8286-4458,https://m.place.naver.com/accommodation/1233908284,숙소
봄꽃,게스트하우스,제주특별자치도 서귀포시 대정읍 신영로 71-3,대정읍 하모리 1046-1,064-792-6008,,숙소
활엽수게스트하우스,게스트하우스,제주특별자치도 서귀포시 대정읍 상모대서로20번길 44,대정읍 상모리 3134-2,,,숙소
제주좋은날,게스트하우스,제주특별자치도 제주시 애월읍 천덕로 33-5 1호,애월읍 곽지리 1903,010-6783-3305,,숙소
킴스캐빈게스트하우스,게스트하우스,제주특별자치도 서귀포시 성산읍 시흥상동로53번길 88-54,성산읍 시흥리 1834-1,0507-1452-5026,http://kimscabin.modoo.at/,숙소
컨트리팜 게스트하우스,게스트하우스,제주특별자치도 서귀포시 성산읍 서성일로1010번길 63,성산읍 수산리 168-1,064-782-6226,http://xn--o79ar62aewczo81da563estbhz1a2nmh5g.com/,숙소
난장게스트하우스,게스트하우스,제주특별자치도 제주시 중앙로5길 13 2층,일도1동 1276-18,010-5617-0640,https://nanjang.modoo.at/,숙소
오렌지게스트하우스,게스트하우스,제주특별자치도 서귀포시 대정읍 동일하모로98번길 56,대정읍 동일리 3024-7,010-8191-7761,https://orangeguest.modoo.at/,숙소
루프탑게스트하우스,게스트하우스,제주특별자치도 제주시 구좌읍 월정3길 41,구좌읍 월정리 477,010-7671-7762,http://blog.naver.com/lamo0325,숙소
샘나도,게스트하우스,제주특별자치도 제주시 애월읍 애월로10길 3,애월읍 애월리 1619-1,010-3999-4918,https://instagram.com/saemna_do,숙소
노닐다게스트하우스,게스트하우스,제주특별자치도 제주시 우도면 우도해안길 84-3,우도면 연평리 1785,010-5036-5470,,숙소
정글게스트하우스,게스트하우스,제주특별자치도 제주시 애월읍 곽지11길 7,애월읍 곽지리 1622,,https://cafe.naver.com/jguestj/7732,숙소
사이다게스트하우스,게스트하우스,제주특별자치도 제주시 한림읍 월령3길 28-5,한림읍 월령리 264-1,010-5743-8000,http://blog.naver.com/4cha12,숙소
하도야비어 하도야베드 민박,게스트하우스,제주특별자치도 제주시 구좌읍 세종로 285 1층,구좌읍 하도리 1026-4,010-6505-6606,http://instagram.com/hadoya_jeju,숙소
콤포스텔라 별들의들판,게스트하우스,제주특별자치도 제주시 한림읍 귀덕14길 187-1,한림읍 귀덕리 1836-3,064-796-8892,https://blog.naver.com/compostela2020,숙소
